,input_en,output_de,gt_de
669,A man in a black leather coat is standing in front of a sign.,Ein Mann mit schwarzem Ledermantel steht vor einem Schild.,Ein Mann in einer schwarzen Lederjacke steht vor einem Schild.
670,A male and female singing a song together outside.,Ein Mann und eine Frau singen zusammen im Freien ein Lied.,Ein Mann und eine Frau singen gemeinsam im Freien.
671,"A young girl with curly blond-hair and wearing a white top lies in the grass, holding a flower stem.",Ein junges Mädchen mit lockigen blonden Haaren und,Ein junges Mädchen mit gelockten blonden Haaren in einem weißen Top liegt im Gras und hält einen Blumenstiel.
672,A young women's soccer team with green uniforms is performing a stretching exercise.,Ein Fußballteam mit grünen Trikots führt einen Streck,Eine Frauenfußballmannschaft in grünen Trikots macht eine Dehnübung.
673,A woman acts out a dramatic scene in public behind yellow caution tape.,Eine Frau spielt hinter gelbem Warnband im Freien eine dramat,Eine Frau spielt in der Öffentlichkeit eine dramatische Szene hinter gelbem Absperrband.
674,"A man crouches while doing chores, as pigeons wander in the background.","Ein Mann kniet beim Erledigen von Hausarbeiten, während",Ein Mann bückt sich und macht Hausarbeiten während im Hintergrund Tauben vorbeilaufen.
675,A group of men standing on a field of black balls.,Eine Gruppe von Männern steht auf einem Feld mit schwarzen Bällen,Eine Gruppe von Männern steht auf einem Feld aus schwarzen Bällen.
676,A busy day for citizens at a local city court.,Eine busier Tag für die Bürger eines lokalen Stadtgerichts.,Ein geschäftiger Tag auf einem städtischen Platz.
677,A man with a cigarette in his mouth fixing a plate of food.,"Ein Mann mit einer Zigarette im Mund, der eine Tafel",Ein Mann mit einer Zigarette im Mund macht sich einen Teller mit Essen.
678,Two groups of swimmers wade out.,Zwei Schwimmgruppen waden aus der Wasseroberfläche heraus,Zwei Gruppen von Schwimmern waten ins Wasser.
679,People sit on a bench in a city square with random objects including a lamp and a dressmakers form standing nearby.,Menschen sitzen auf einer Bank im Stadtplatz mit verschiedenen Objekten,Menschen sitzen auf einer Bank auf einem Platz in der Stadt während in der Nähe zufällige Gegenstände wie eine Lampe und ein Mannequin stehen.
680,The workers are surrounding a hole with a bucket.,Die Arbeiter umringen einen Loch mit einem Eimer.�,Die Arbeiter stehen um ein Loch mit einem Eimer herum.
681,A shirtless man in black shorts is standing on the rocky shore to a large body of water.,Ein Mann mit nacktem Oberkörper und schwarzer kurzer Hose,Ein Mann ohne Hemd in schwarzen Shorts steht an einer felsigen Küste neben einem großen Gewässer.
682,A guard is on the look out while on duty.,Ein Wachmann auf der Lookout während er Dienst hat.�,Ein Wachmann hält Wache während seiner Schicht.
683,"People playing pool, one is a man wearing a blue shirt and the others are women but their heads are not within the camera shot.",Menschen spielen Poolbillard und einer ist ein Mann in einem,"Leute spielen Pool, einer davon ist ein Mann in einem blauen Hemd, der Rest sind Frauen, deren Köpfe allerdings nicht im Bild sind."
684,People are standing in front of a sculpture surrounded by water.,"Menschen stehen vor einer Skulptur, die von Wasser umgeben",Leute stehen vor einer von Wasser umgebenen Skulptur.
685,A woman looks on as a man with folded arms is talking.,"Eine Frau schaut zu, wie ein Mann mit geschulterten","Eine Frau sieht zu, während ein Mann mit verschränkten Armen spricht."
686,Middle-aged man in white shorts and flip-flops looking up the road,Ein Mann mittleren Alters mit weißen Shorts und Flipflips schaut,Ein Mann mittleren Alters in weißen Shorts und Flip-Flops blickt die Straße hoch.
687,Two men dressed in dark orange coverings and sandals stand near a large reflective sculpture.,Zwei schwarzorangene Träger mit Sandalen stehen bei einer großen,"Zwei Männer in dunkeloranger Kleidung und Sandalen stehen neben einer großen, reflektierenden Skulptur."
688,Two people are spending good time in their boat.,"Zwei Leute haben einen guten Tag im Boot.�
�",Zwei Personen vergnügen sich auf ihrem Boot.
689,A man and a woman are standing on the street in the city.,Ein Mann und eine Frau stehen auf der Straße in einer Stadt,Ein Mann und eine Frau stehen in einer Stadt auf der Straße.
690,Firemen emerge from a subway station.,"Feuerwehrleute aus einer U-Bahnstation.<unused64>
�",Feuerwehrmänner kommen aus einer U-Bahnstation.
691,"Four men, three of whom are wearing prayer caps, are sitting on a blue and olive green patterned mat.",Vier Männer – von denen drei Kopfbedeckungen tragen –,"Vier Männer, drei von ihnen mit Gebetskappen, sitzen auf einer blau und olivgrün gemusterten Matte."
692,This is a large group of people sitting outside on benches.,Eine große Gruppe sitzt draußen auf Bänken.0,"Das ist eine große Menschengruppe, die im Freien auf Bänken sitzt."
693,"A man in a red shirt walks past a turquoise and white checkered food establishment called ""32 De Neude.""",Ein Mann mit einem roten Hemd geht an einer Lebensmittelstätte,"Ein Mann in einem roten Shirt geht an einem türkis und weiß karierten Imbissladen Namens ""32 De Neude"" vorbei."
694,Doctors performing some type of surgery.,"Ärzte, die irgendeine Art von Operation durchführen.�",Ärzte bei einer Art Operation.
695,An older man with a cigarette in his mouth and a ball cap inspects his camera.,Ein älterer Mann mit einer Zigarette im Mund und einer,Ein älterer Mann mit einer Zigarette im Mund und einer Mütze inspiziert seine Kamera.
696,Small orchestra playing with open violin case in front,Kleines Orchester spielt mit offenem Violinen-Koffer,Kleines Orchester spielt im Freien mit einem Gitarrenkoffer auf dem Boden.
697,A man with a red suit is dancing with a lady.,Ein Mann in einem roten Anzug tanzt mit einer Dame,Ein Mann in einem roten Anzug tanzt mit einer Dame.
698,Two people look on in the nighttime at the lights in a city.,Zwei Leute schauen nachts auf die Straßenbeleuchtung einer Stadt an,Zwei Personen betrachten die Lichter einer Stadt bei Nacht.
699,"Two motocross bikers wearing full protective gear, with one in midair after a jump and the other looking down at his motorcycle.",Zwei Motocross-Fahrer mit vollummanteltem Schutz,"Zwei Motocrossfahrer in voller Schutzkleidung, einer von ihnen ist nach einem Sprung in der Luft, der andere blickt auf sein Motorrad hinunter."
700,Several men dressed in orange gather for an outdoor social event.,"Mehrere Männer, die Orange tragen, versammeln sich",Mehrere Männer in Orange versammeln sich im Freien für ein gesellschaftliches Ereignis.
701,Two young girls run on a sidewalk outside of a brick building with banners on it.,Zwei junge Mädchen laufen auf einem Gehweg vor einem Ziegel,Zwei junge Mädchen rennen auf einem Gehsteig vor einem Ziegelgebäude mit Plakaten.
702,Two individual climbing up a steep mountain.,Zwei Personen klettern einen steilen Berg hoch.[,Zwei Personen klettern einen steilen Berg hoch.
703,A child is laying on the ground next to a stroller.,Ein Kind liegt auf dem Boden neben einem Kinderwagen.[,Ein Kind liegt auf dem Boden neben einem Sportwagen.
704,A dog begging to a man and a woman.,Ein Hund bettelt einem Mann und einer Frau an.[,Ein Hund bettelt bei einem Mann und einer Frau.
705,A lot of people at the market looking at various different things.,Mehrere Menschen auf dem Markt blicken nach verschiedenen Dingen hin,"Viele Leute auf dem Markt, die verschiedene Dinge betrachten."
706,Two young men play electric guitars on stage.,Zwei junge Männer spielen auf der Bühne E-Gitarren,Zwei junge Männer spielen E-Gitarren auf einer Bühne.
707,A tattooed man pouring beer out of a bottle into a young man's mouth.,Ein tätowierter Mann gießt Bier aus einer Flasche in,Ein tätowierter Mann gießt Bier aus einer Flasche in den Mund eines jungen Mannes.
708,Two people standing outside next to blow up toys and dumpsters.,Zwei Leute stehen draußen neben Bälle und Mülltonne.<unused64>,Zwei Personen stehen draußen neben aufblasbaren Spielsachen und Baggern.
709,Four people are riding bicycles on a bike path near a busy street.,Vier Personen fahren auf einem Radweg in der Nähe einer be,Vier Personen fahren Rad auf einem Radweg neben einer viel befahrenen Straße.
710,Woman in a pink shirt and wearing glasses.,Eine Frau mit rosafarbenen Oberteil und einer Brille,Frau mit Brille in einem pinken Hemd.
711,A woman in a red shirt raising her arm to the passing crowd below.,Eine Frau mit rotem Hemd hebt ihre Arm zu dem,Eine Frau in einem roten Shirt hebt ihren Arm in Richtung der unten vorbeiziehenden Menge.
712,A boy in white shorts is jumping into a lake or river.,Ein Junge mit weißen Shorts springt ins Wasser oder ein Fluss,Ein Junge in weißen Shorts springt in einen See oder einen Fluss.
713,A little girl is looking through a telescope at the beach.,Ein kleines Mädchen schaut durch einen Fernrohr am Strand aus.,Ein kleines Mädchen blickt durch ein Teleskop auf den Strand.
714,Several construction workers with orange safety vests are digging into the ground.,Mehrere Bauarbeiter in orangen Schutzwesten graben tief,Mehrere Bauarbeiter in orangen Sicherheitswesten graben im Boden.
715,A person in a hood is standing in front of a run down building.,Eine Person mit Kapuze steht vor einem heruntergekommenen,Eine Person mit Kapuze steht vor einem heruntergekommenen Gebäude.
716,Construction workers picketing against PM Construction Services.,"Bauarbeiter, die gegen PM Construction Services protestieren.�",Bauarbeiter streiken gegen PM Construction Services.
717,A man riding a running horse with some other men doing the same behind him.,"Ein Mann reitet auf einem rennbaren Pferd, dan",Ein Mann auf einem Rennpferd mit anderen Männern auf Pferden hinter ihm.
718,An African American man walking down the street.,"Ein afroamerikanischer Mann geht die Straße entlang.�
+",Ein Afroamerikaner geht die Straße hinunter.
719,Two nuns are posing for a picture.,"Zwei Nonnen posieren für ein Bild.0
<unused64>",Zwei Nonnen posieren für ein Foto.
720,A woman with neon headphones writes in a notebook.,Eine Frau mit neongelben Kopfhörern schreibt auf,Eine Frau mit neonfarbenen Kopfhörern schreibt in einen Block.
721,A woman in a green-patterned shirt is talking on a cellphone.,Eine Frau mit einem grün gestreiften Hemd telefoniert,Eine Frau in einem grün gemusterten Hemd telefoniert mit dem Handy.
722,A small African child carries a younger child on his back.,Ein kleiner afrikanischer Kind trägt ein jüngeres Kind auf,Ein kleines afrikanisches Kind trägt ein jüngeres Kind auf dem Rücken.
723,A group of people are sitting in chairs.,"Eine Gruppe von Leuten sitzt auf Stühlen.�
+","Eine Gruppe von Leuten, die auf Stühlen sitzen."
724,A person in a bandanna stands on the street in front his things.,Eine Person mit einem Bandana steht auf der Straße vor seinen,Eine Mann mit einem Kopftuch steht auf der Straße vor seinen Sachen.
725,An oriental person in a red shirt and black pants crouching over a purse on concrete.,Eine Orientalin im roten Hemd und schwarzen Hosen ho,Eine Person orientalischen Aussehens in einem roten Shirt und schwarzer Hose hockt über einer Handtasche auf dem Beton.
726,A black dog and a brown dog with a ball.,Ein schwarzer Hund und ein brauner Hund mit einem Ball,Ein schwarzer und ein brauner Hund mit einem Ball.
727,A man with a black vest holding a model airplane,Ein Mann mit einer schwarzen Weste hält ein Modellflugzeug,Ein Mann mit einer schwarzen Weste hält ein Modellflugzeug
728,A man in a field with an airplane in view.,Ein Mann mit einem Flugzeug im Hintergrund auf dem Feld.�,Ein Mann auf einem Feld mit einem Flugzeug in Sicht.
729,A man in a suit and tie and a woman with luggage join others in waiting in the London Underground.,"Ein Mann im Anzug und mit Krawatte, eine Frau",Ein Mann in einem Anzug mit Krawatte und eine Frau mit Gepäck gesellen sich zu anderen Wartenden in der Londoner U-Bahn.
730,A kid is walking down the sidewalk with a few American flags.,Ein Kind geht mit einigen amerikanischen Fahnen den Bürgersteig,Ein Kind geht auf dem Gehsteig und trägt ein paar amerikanische Flaggen.
731,A black dog runs on green grass with a toy in his mouth.,Ein schwarzer Hund läuft mit einem Spielzeug im Maul auf,Ein schwarzer Hund läuft auf grünem Gras mit einem Spielzeug im Maul.
732,An Oriental traveler awaits his turn at the currency exchange.,Ein asiatischer Reisender wartet an einer Geldtausch,Ein orientalischer Reisender wartet am Wechselschalter bis er dran ist.
733,A dog turns on the grass to persue a flying ball.,"Ein Hund dreht sich auf dem Gras, um einen fliegenden",Ein Hund dreht sich auf dem Gras um einem fliegenden Ball nachzulaufen.
734,A group of students sit and listen to the speaker.,Eine Gruppe von Schülern sitzt und hört einem Vortrag zu.[,Eine Gruppe von Studenten sitzt und hört der Sprecherin zu.
735,People are driving scooters down the street at night.,Menschen fahren in der Nacht mit Motorrollern die Straße entlang,Menschen fahren bei Nacht mit Mopeds die Straße hinunter.
736,A large gray sea deck and a guy on the bike.,Eine große graue Schiffspassage und ein Mann auf dem,"Ein großes, graues Seedeck und ein Typ auf dem Fahrrad."
737,"A man in an orange shirt and a blond boy are riding with other people on a ""Pullman"" vehicle.",Ein Mann mit einem orangen Hemd und ein blonder,"Ein Mann in einem orangen Shirt und ein blonder Junge fahren mit anderen Personen in einem ""Pullman""."
738,A young man and women near a large metal sculpture,Ein junger Mann und eine Frau in der Nähe einer großen Metall,Ein junger Mann und Frauen nahe einer großen Metallskulptur
739,"A boat with red, white and blue sails docking at a pier.",Ein mit rot-weiß-blauem Segel bedeckter,"Ein Boot mit roten, weißen und blauen Segeln dockt an einem Pier an."
740,A man wearing a black hat taking a photo in a busy street.,Ein Mann mit einem schwarzen Hut macht ein Foto auf einer be,Ein Mann mit einer schwarzen Mütze macht ein Foto auf einer belebten Straße.
