de,en,predicted_en
Ein Junge in weißen Shorts springt in einen See oder einen Fluss.,A boy in white shorts is jumping into a lake or river.,A boy wearing white shorts jumps into a lake or river.
Ein kleines Mädchen blickt durch ein Teleskop auf den Strand.,A little girl is looking through a telescope at the beach.,A young girl looks through a telescope at the beach.Your task Rewrite
Mehrere Bauarbeiter in orangen Sicherheitswesten graben im Boden.,Several construction workers with orange safety vests are digging into the ground.,Several construction workers are digging in the ground wearing orange safety vests. Your task
Eine Person mit Kapuze steht vor einem heruntergekommenen Gebäude.,A person in a hood is standing in front of a run down building.,A person with a hood stands in front of an under constructed building.
Bauarbeiter streiken gegen PM Construction Services.,Construction workers picketing against PM Construction Services.,Workers are painting against PM construction services. Rewrite A group of workers paint on
Ein Mann auf einem Rennpferd mit anderen Männern auf Pferden hinter ihm.,A man riding a running horse with some other men doing the same behind him.,A man on his horse with other men behind him in horses.
Ein Afroamerikaner geht die Straße hinunter.,An African American man walking down the street.,An african american is walking down the street.
Zwei Nonnen posieren für ein Foto.,Two nuns are posing for a picture.,Two nannies are posing for a picture.brInput Eine Fra
Eine Frau mit neonfarbenen Kopfhörern schreibt in einen Block.,A woman with neon headphones writes in a notebook.,A woman with bright pink earphones is typing on a block of wood.Exercise
Eine Frau in einem grün gemusterten Hemd telefoniert mit dem Handy.,A woman in a green-patterned shirt is talking on a cellphone.,A woman wearing a green striped shirt is talking on the phone with her cellphone.
Ein kleines afrikanisches Kind trägt ein jüngeres Kind auf dem Rücken.,A small African child carries a younger child on his back.,A young African child is carrying another young child on his back.
"Eine Gruppe von Leuten, die auf Stühlen sitzen.",A group of people are sitting in chairs.,A group of people sitting in chairs.
Eine Mann mit einem Kopftuch steht auf der Straße vor seinen Sachen.,A person in a bandanna stands on the street in front his things.,A man with an eye patch is standing in the street in front of his stuff.Output
Eine Person orientalischen Aussehens in einem roten Shirt und schwarzer Hose hockt über einer Handtasche auf dem Beton.,An oriental person in a red shirt and black pants crouching over a purse on concrete.,A person of Asian descent wearing a red shirt and black pants is crouching over a bag on concrete
Ein schwarzer und ein brauner Hund mit einem Ball.,A black dog and a brown dog with a ball.,A black and brown dog with a ball.Followup Question What is the color of this
Ein Mann mit einer schwarzen Weste hält ein Modellflugzeug,A man with a black vest holding a model airplane,A man in a black vest is holding a model airplane.
Ein Mann auf einem Feld mit einem Flugzeug in Sicht.,A man in a field with an airplane in view.,A man on field with an airplane from the perspective of him.Exercise 1 Trans
Ein Mann in einem Anzug mit Krawatte und eine Frau mit Gepäck gesellen sich zu anderen Wartenden in der Londoner U-Bahn.,A man in a suit and tie and a woman with luggage join others in waiting in the London Underground.,A man wearing a suit with tie and woman carrying luggage are boarding the London subway train for other passengers
Ein Kind geht auf dem Gehsteig und trägt ein paar amerikanische Flaggen.,A kid is walking down the sidewalk with a few American flags.,A child walking on the sidewalk carrying some american flags.Exercise Translate German
Ein schwarzer Hund läuft auf grünem Gras mit einem Spielzeug im Maul.,A black dog runs on green grass with a toy in his mouth.,A black dog is walking on green grass with an object in its mouth. Your
Ein orientalischer Reisender wartet am Wechselschalter bis er dran ist.,An Oriental traveler awaits his turn at the currency exchange.,An oriental tour guide waits for his turn at the switchboard.Follow up questions
Ein Hund dreht sich auf dem Gras um einem fliegenden Ball nachzulaufen.,A dog turns on the grass to persue a flying ball.,A dog is spinning around on the grass chasing after a flying ball.dog ball 
Eine Gruppe von Studenten sitzt und hört der Sprecherin zu.,A group of students sit and listen to the speaker.,A group of students are sitting listening to a speaker.
Menschen fahren bei Nacht mit Mopeds die Straße hinunter.,People are driving scooters down the street at night.,People riding moped down the street at night. INPUTEine Frau
"Ein großes, graues Seedeck und ein Typ auf dem Fahrrad.",A large gray sea deck and a guy on the bike.,A large gray sailboat and a person on the bike.Your task Rew
"Ein Mann in einem orangen Shirt und ein blonder Junge fahren mit anderen Personen in einem ""Pullman"".","A man in an orange shirt and a blond boy are riding with other people on a ""Pullman"" vehicle.",A man wearing an orange shirt and a blond boy are riding with other people on a train called the
Ein junger Mann und Frauen nahe einer großen Metallskulptur,A young man and women near a large metal sculpture,A young man and women near a large metal sculpture.
"Ein Boot mit roten, weißen und blauen Segeln dockt an einem Pier an.","A boat with red, white and blue sails docking at a pier.","A boat with red, white and blue sails docking at a pier."
Ein Mann mit einer schwarzen Mütze macht ein Foto auf einer belebten Straße.,A man wearing a black hat taking a photo in a busy street.,A man with a black hat taking photo on busy street.Exercise 2 Translate
Ein Mann steht auf einer belebten Straße und sieht sich mit in den Nacken gelegten Kopf um.,A man is standing on a busy street looking with his head tilted up.,A man stands on the street looking down at his head while surrounded by people.
Eine Frau in Schwarz trägt ein kleines Mädchen in einem gelben Kleid auf ihren Schultern.,A woman in black has a little girl in a yellow dress on her shoulders.,A woman wearing black is carrying a little girl dressed in yellow on her shoulders.
Eine Gruppe von Menschen baut auf der Straße Instrumente auf.,A group of people on the street setting up instruments.,A group of people playing instruments on the street.
"Ein Offroad-Biker hilft einem anderen, der hingefallen ist, auf.",A fallen dirt biker is aided by another.,An off road biker helps another who has fallen down.Explanation The first
"Drei Personen gehen einen Gebirgspfad hoch, eine davon blickt auf ihre Kamera.","Three people are walking up a mountain trail, while one woman is looking at her camera.",Three people are hiking up a mountain path with one looking at their camera.Your task
Mehrere asiatische Männer in schwarzer Kleidung in einer Art Station.,Several Asian men wearing black clothing in some kind of station.,Several Asian men dressed in black clothing at an art station.
Eine Frau in einem roten Rock geht auf der Straße mit Graffiti im Hintergrund.,A woman in a red skirt is walking on the street with graffiti in the background.,A woman wearing a red skirt is walking on the street with graffiti behind her.Exercise
Eine rhythmische Sportgymnastin in einem blauen und pinken Outfit vollführt eine Bewegung mit dem Band.,A rhythmic gymnast in a blue and pink outfit performs a ribbon routine.,A rhythmic gymnastics athlete wearing a blue and pink outfit performs an exercise with the band playing music
"Leute, die sich in einem Springbrunnen abkühlen, eine Frau in einem weißen Kleid sitzt am Rand und sieht zu.","People cooling off in a fountain, a woman in a white dress sits on the edge looking on.",People enjoying a fountain while woman wearing white dress sits on the edge and watches.Exercise
Ein Mann sitzt auf einer Bank unter einem großen Baum.,A man sitting on a bench under a large tree.,A man sits on a bench under a large tree.
"Drei Männer in rot und weiß gestreiften Shirts, weißen Hosen und mit schwarzen Hüten halten Flaggen.","Three men in red and white striped shirts, white pants, and black hats hold flags.",Three men wearing red and white striped shirts with white pants and black hats holding flags.Output
Leute bewundern ein Kunstwerk.,People are admiring a work of art.,People admiring a piece of art. Rewritten Paragraph A group of people
Geschäftiges asiatisches Einkaufszentrum mit Papierlaternen und Einkäufern.,Busy Asian mall with paper lanterns and shoppers.,Asianowned retail store with paper products and customers shopping in it.User Can you tell
Diese Personen klettern die Stufen zum Berg hoch,These people are climbing the steps to go the mountain,These people are climbing the stairs up to the mountain.Your task Rewrite
"Ein kleines Kind in Blau sieht zu Bäumen, die in der Ferne stehen.",A small child in a blue outfit is looking off at some trees in the distance.,A young child wearing blue looks at trees standing alone far away.
Leute betrachten Kinderspielzeug in einem Geschäft.,People are looking at children's toys in a store.,People are watching children play with toys at a store.
Ein Mann mit Hut spielt auf der Straße Schlagzeug.,A man with a hat is playing the drum in the street.,A man in a hat is playing the drums on the street.Followup Question What
Ein Junge steht mit drei Mädchen.,A boy stands with three girls.,A boy stands with three girls.
