,input_de,output_en,gt_en
708,Zwei Personen stehen draußen neben aufblasbaren Spielsachen und Baggern.,Two people standing outside beside inflatable toys and bags.,Two people standing outside next to blow up toys and dumpsters.
709,Vier Personen fahren Rad auf einem Radweg neben einer viel befahrenen Straße.,Four people are riding bikes on a bike path next to a,Four people are riding bicycles on a bike path near a busy street.
710,Frau mit Brille in einem pinken Hemd.,Woman with glasses in a pink shirt.assistant,Woman in a pink shirt and wearing glasses.
711,Eine Frau in einem roten Shirt hebt ihren Arm in Richtung der unten vorbeiziehenden Menge.,A woman wearing a red shirt raises her arm towards the crowd,A woman in a red shirt raising her arm to the passing crowd below.
712,Ein Junge in weißen Shorts springt in einen See oder einen Fluss.,A boy in white shorts jumps into a lake or river.,A boy in white shorts is jumping into a lake or river.
713,Ein kleines Mädchen blickt durch ein Teleskop auf den Strand.,A little girl looks through a telescope at the beach.,A little girl is looking through a telescope at the beach.
714,Mehrere Bauarbeiter in orangen Sicherheitswesten graben im Boden.,Several construction workers are wearing orange safety vests as they dig into,Several construction workers with orange safety vests are digging into the ground.
715,Eine Person mit Kapuze steht vor einem heruntergekommenen Gebäude.,A person wearing a hat is standing in front of a dilapidated,A person in a hood is standing in front of a run down building.
716,Bauarbeiter streiken gegen PM Construction Services.,Construction workers are striking against PM Construction Services.unusedq,Construction workers picketing against PM Construction Services.
717,Ein Mann auf einem Rennpferd mit anderen Männern auf Pferden hinter ihm.,A man on a racehorse with other men on horses behind,A man riding a running horse with some other men doing the same behind him.
718,Ein Afroamerikaner geht die Straße hinunter.,An African American walks down the street.assistant,An African American man walking down the street.
719,Zwei Nonnen posieren für ein Foto.,,Two nuns are posing for a picture.
720,Eine Frau mit neonfarbenen Kopfhörern schreibt in einen Block.,A woman wearing neoncolored headphones is writing on a block,A woman with neon headphones writes in a notebook.
721,Eine Frau in einem grün gemusterten Hemd telefoniert mit dem Handy.,A woman wearing a green patterned shirt is talking on her cellphone,A woman in a green-patterned shirt is talking on a cellphone.
722,Ein kleines afrikanisches Kind trägt ein jüngeres Kind auf dem Rücken.,A little african child carrying a younger child on his back.,A small African child carries a younger child on his back.
723,"Eine Gruppe von Leuten, die auf Stühlen sitzen.",A group of people sitting on chairs. afforr,A group of people are sitting in chairs.
724,Eine Mann mit einem Kopftuch steht auf der Straße vor seinen Sachen.,A man with a hat standing in front of his stuff on,A person in a bandanna stands on the street in front his things.
725,Eine Person orientalischen Aussehens in einem roten Shirt und schwarzer Hose hockt über einer Handtasche auf dem Beton.,"A person of eastern appearance, wearing a red shirt and black",An oriental person in a red shirt and black pants crouching over a purse on concrete.
726,Ein schwarzer und ein brauner Hund mit einem Ball.,A black and a brown dog with a ball.,A black dog and a brown dog with a ball.
727,Ein Mann mit einer schwarzen Weste hält ein Modellflugzeug,A man in a black coat holds an airplane model.,A man with a black vest holding a model airplane
728,Ein Mann auf einem Feld mit einem Flugzeug in Sicht.,A man on a field looking at a plane.,A man in a field with an airplane in view.
729,Ein Mann in einem Anzug mit Krawatte und eine Frau mit Gepäck gesellen sich zu anderen Wartenden in der Londoner U-Bahn.,A man in a suit with a tie and a woman with,A man in a suit and tie and a woman with luggage join others in waiting in the London Underground.
730,Ein Kind geht auf dem Gehsteig und trägt ein paar amerikanische Flaggen.,A child is walking down the sidewalk with some American flags on,A kid is walking down the sidewalk with a few American flags.
731,Ein schwarzer Hund läuft auf grünem Gras mit einem Spielzeug im Maul.,A black dog is running on green grass with a toy in,A black dog runs on green grass with a toy in his mouth.
732,Ein orientalischer Reisender wartet am Wechselschalter bis er dran ist.,A asian traveler waiting at the checkout counter. affor ,An Oriental traveler awaits his turn at the currency exchange.
733,Ein Hund dreht sich auf dem Gras um einem fliegenden Ball nachzulaufen.,A dog turns around on the grass after chasing a flying ball,A dog turns on the grass to persue a flying ball.
734,Eine Gruppe von Studenten sitzt und hört der Sprecherin zu.,A group of students sit and listen to the speaker. affor,A group of students sit and listen to the speaker.
735,Menschen fahren bei Nacht mit Mopeds die Straße hinunter.,People are riding mopeds down the street at night. affor,People are driving scooters down the street at night.
736,"Ein großes, graues Seedeck und ein Typ auf dem Fahrrad.",A large gray dock with a guy on a bike.,A large gray sea deck and a guy on the bike.
737,"Ein Mann in einem orangen Shirt und ein blonder Junge fahren mit anderen Personen in einem ""Pullman"".",A man wearing an orange shirt and a blond boy are riding,"A man in an orange shirt and a blond boy are riding with other people on a ""Pullman"" vehicle."
738,Ein junger Mann und Frauen nahe einer großen Metallskulptur,A young man and women near a large metal sculpture jbl,A young man and women near a large metal sculpture
739,"Ein Boot mit roten, weißen und blauen Segeln dockt an einem Pier an.","A boat with red, white and blue sails docks at a","A boat with red, white and blue sails docking at a pier."
740,Ein Mann mit einer schwarzen Mütze macht ein Foto auf einer belebten Straße.,A man wearing a black hat takes a picture on a busy,A man wearing a black hat taking a photo in a busy street.
741,Ein Mann steht auf einer belebten Straße und sieht sich mit in den Nacken gelegten Kopf um.,A man standing on a crowded street looking at his head with,A man is standing on a busy street looking with his head tilted up.
742,Eine Frau in Schwarz trägt ein kleines Mädchen in einem gelben Kleid auf ihren Schultern.,A woman wearing black is carrying a little girl in a yellow,A woman in black has a little girl in a yellow dress on her shoulders.
743,Eine Gruppe von Menschen baut auf der Straße Instrumente auf.,A group of people are building instruments on the street.,A group of people on the street setting up instruments.
744,"Ein Offroad-Biker hilft einem anderen, der hingefallen ist, auf.",An offroad biker helping another who has fallen down. afford,A fallen dirt biker is aided by another.
745,"Drei Personen gehen einen Gebirgspfad hoch, eine davon blickt auf ihre Kamera.","Three people hike a mountain trail, one is looking at her","Three people are walking up a mountain trail, while one woman is looking at her camera."
746,Mehrere asiatische Männer in schwarzer Kleidung in einer Art Station.,Several asian men wearing black clothing at some sort of station.,Several Asian men wearing black clothing in some kind of station.
747,Eine Frau in einem roten Rock geht auf der Straße mit Graffiti im Hintergrund.,A woman in a red shirt walking on the street with graffiti,A woman in a red skirt is walking on the street with graffiti in the background.
748,Eine rhythmische Sportgymnastin in einem blauen und pinken Outfit vollführt eine Bewegung mit dem Band.,A rhythmic gymnast wearing blue and pink outfit performs a movement with,A rhythmic gymnast in a blue and pink outfit performs a ribbon routine.
749,"Leute, die sich in einem Springbrunnen abkühlen, eine Frau in einem weißen Kleid sitzt am Rand und sieht zu.",People cooling off in a fountain while one woman in a white,"People cooling off in a fountain, a woman in a white dress sits on the edge looking on."
750,Ein Mann sitzt auf einer Bank unter einem großen Baum.,A man is sitting on a bench under a big tree.,A man sitting on a bench under a large tree.
751,"Drei Männer in rot und weiß gestreiften Shirts, weißen Hosen und mit schwarzen Hüten halten Flaggen.","Three men wearing red and white striped shirts, white pants and","Three men in red and white striped shirts, white pants, and black hats hold flags."
752,Leute bewundern ein Kunstwerk.,People are admiring a piece of art. afforade. Dtails,People are admiring a work of art.
753,Geschäftiges asiatisches Einkaufszentrum mit Papierlaternen und Einkäufern.,Busy asian shopping mall with paper lanterns and shoppers.,Busy Asian mall with paper lanterns and shoppers.
754,Diese Personen klettern die Stufen zum Berg hoch,These people are climbing the stairs up to the mountain.,These people are climbing the steps to go the mountain
755,"Ein kleines Kind in Blau sieht zu Bäumen, die in der Ferne stehen.",A little boy in blue looks at trees that are far away,A small child in a blue outfit is looking off at some trees in the distance.
756,Leute betrachten Kinderspielzeug in einem Geschäft.,People look at toys for children in a shop. afforr,People are looking at children's toys in a store.
757,Ein Mann mit Hut spielt auf der Straße Schlagzeug.,A man with a hat is playing the drums on the street,A man with a hat is playing the drum in the street.
758,Ein Junge steht mit drei Mädchen.,,A boy stands with three girls.
759,Ein lächelnder Mann mit Rucksack streckt vor einem Jungen mit Brille die Fäuste in die Luft.,A smiling man with a backpack is about to throw his fists,A smiling man wearing a backpack holds his fists up in front of a boy in glasses.
760,"Vier Männer sind im Freien und blicken von der grünen Brücke, auf der sie stehen, hinunter.",Four men are outdoors looking down from a green bridge they stand,Four men are outside looking down over the green bridge they are on.
761,"Eine Frau entspannt vor Leuten, die das blaue Wasser genießen, auf einem Handtuch.",A woman relaxes in front of people enjoying the blue water on,A woman lounges on a towel in front of people enjoying the blue water.
