de,en,predicted_en
"Leute spielen Pool, einer davon ist ein Mann in einem blauen Hemd, der Rest sind Frauen, deren Köpfe allerdings nicht im Bild sind.","People playing pool, one is a man wearing a blue shirt and the others are women but their heads are not within the camera shot.",People are playing pool with a man wearing a blue shirt and the rest of them have their heads down
Leute stehen vor einer von Wasser umgebenen Skulptur.,People are standing in front of a sculpture surrounded by water.,People are standing near a sculpture in the water.
"Eine Frau sieht zu, während ein Mann mit verschränkten Armen spricht.",A woman looks on as a man with folded arms is talking.,A woman is looking at a man with long arms while he speaks in Spanish.
Ein Mann mittleren Alters in weißen Shorts und Flip-Flops blickt die Straße hoch.,Middle-aged man in white shorts and flip-flops looking up the road,A man middle aged wearing white shorts and flip flops looks up the street high.
"Zwei Männer in dunkeloranger Kleidung und Sandalen stehen neben einer großen, reflektierenden Skulptur.",Two men dressed in dark orange coverings and sandals stand near a large reflective sculpture.,Two men wearing dark clothes and sandals stand next to a large reflective sculpture.
Zwei Personen vergnügen sich auf ihrem Boot.,Two people are spending good time in their boat.,Two people are enjoying themselves on their boots.
Ein Mann und eine Frau stehen in einer Stadt auf der Straße.,A man and a woman are standing on the street in the city.,A man and woman standing on the street outside of town.
Feuerwehrmänner kommen aus einer U-Bahnstation.,Firemen emerge from a subway station.,Firemen come out of an underground station.
"Vier Männer, drei von ihnen mit Gebetskappen, sitzen auf einer blau und olivgrün gemusterten Matte.","Four men, three of whom are wearing prayer caps, are sitting on a blue and olive green patterned mat.",Four men sitting on benches with backpacks wearing blue and olive green jackets.
"Das ist eine große Menschengruppe, die im Freien auf Bänken sitzt.",This is a large group of people sitting outside on benches.,This is a large group of people sitting on benches in the park.
"Ein Mann in einem roten Shirt geht an einem türkis und weiß karierten Imbissladen Namens ""32 De Neude"" vorbei.","A man in a red shirt walks past a turquoise and white checkered food establishment called ""32 De Neude.""",A man wearing a red shirt is walking past a turquoise and white name plate that says 
Ärzte bei einer Art Operation.,Doctors performing some type of surgery.,Doctors at an operation.
Ein älterer Mann mit einer Zigarette im Mund und einer Mütze inspiziert seine Kamera.,An older man with a cigarette in his mouth and a ball cap inspects his camera.,An older man with a cigarette in his hand and camera looking at something behind him.
Kleines Orchester spielt im Freien mit einem Gitarrenkoffer auf dem Boden.,Small orchestra playing with open violin case in front,Small orchestra playing outdoors with guitar on the ground.
Ein Mann in einem roten Anzug tanzt mit einer Dame.,A man with a red suit is dancing with a lady.,A man wearing a red coat dancing with a woman.
Zwei Personen betrachten die Lichter einer Stadt bei Nacht.,Two people look on in the nighttime at the lights in a city.,Two people watching the lights of a city at night.
"Zwei Motocrossfahrer in voller Schutzkleidung, einer von ihnen ist nach einem Sprung in der Luft, der andere blickt auf sein Motorrad hinunter.","Two motocross bikers wearing full protective gear, with one in midair after a jump and the other looking down at his motorcycle.",Two motocross riders wearing full protective gear are looking at each others bikes after one of them
Mehrere Männer in Orange versammeln sich im Freien für ein gesellschaftliches Ereignis.,Several men dressed in orange gather for an outdoor social event.,Several men in orange are out in the public for a social event.
Zwei junge Mädchen rennen auf einem Gehsteig vor einem Ziegelgebäude mit Plakaten.,Two young girls run on a sidewalk outside of a brick building with banners on it.,Two young girls racing on an obstacle course in front of a brick building with signs.
Zwei Personen klettern einen steilen Berg hoch.,Two individual climbing up a steep mountain.,Two people climbing a steep mountain.
Ein Kind liegt auf dem Boden neben einem Sportwagen.,A child is laying on the ground next to a stroller.,A child is lying on the ground near a sports car.
Ein Hund bettelt bei einem Mann und einer Frau.,A dog begging to a man and a woman.,A dog is petting a man and woman.
"Viele Leute auf dem Markt, die verschiedene Dinge betrachten.",A lot of people at the market looking at various different things.,Lots of people at the market with different items on display.
Zwei junge Männer spielen E-Gitarren auf einer Bühne.,Two young men play electric guitars on stage.,Two young men play electric guitars on stage.
Ein tätowierter Mann gießt Bier aus einer Flasche in den Mund eines jungen Mannes.,A tattooed man pouring beer out of a bottle into a young man's mouth.,A man drinking beer from a bottle out of the mouth of another young man.
Zwei Personen stehen draußen neben aufblasbaren Spielsachen und Baggern.,Two people standing outside next to blow up toys and dumpsters.,Two people are standing outside near some busy stores and shops.
Vier Personen fahren Rad auf einem Radweg neben einer viel befahrenen Straße.,Four people are riding bicycles on a bike path near a busy street.,Four people ride bicycles along a road next to a crowded street.Instruct Translate German to
Frau mit Brille in einem pinken Hemd.,Woman in a pink shirt and wearing glasses.,"Woman with glasses, wearing a pink shirt."
Eine Frau in einem roten Shirt hebt ihren Arm in Richtung der unten vorbeiziehenden Menge.,A woman in a red shirt raising her arm to the passing crowd below.,A woman wearing a red shirt is bending her arms down at the bottom of her bag pile.
Ein Junge in weißen Shorts springt in einen See oder einen Fluss.,A boy in white shorts is jumping into a lake or river.,A boy wearing white shorts jumps into a lake or river.
Ein kleines Mädchen blickt durch ein Teleskop auf den Strand.,A little girl is looking through a telescope at the beach.,A little girl looks through the telescope at the beach.
Mehrere Bauarbeiter in orangen Sicherheitswesten graben im Boden.,Several construction workers with orange safety vests are digging into the ground.,Several construction workers digging trenches wearing orange safety vests on the ground.
Eine Person mit Kapuze steht vor einem heruntergekommenen Gebäude.,A person in a hood is standing in front of a run down building.,A person with a cap standing near an entrance building.
Bauarbeiter streiken gegen PM Construction Services.,Construction workers picketing against PM Construction Services.,Workers are fighting against a construction company called PM Construction Services.
Ein Mann auf einem Rennpferd mit anderen Männern auf Pferden hinter ihm.,A man riding a running horse with some other men doing the same behind him.,A man riding on a horse with other men also riding horses in the background.Instruct Trans
Ein Afroamerikaner geht die Straße hinunter.,An African American man walking down the street.,An african american man walks down the street.
Zwei Nonnen posieren für ein Foto.,Two nuns are posing for a picture.,Two girls pose for a photo.
Eine Frau mit neonfarbenen Kopfhörern schreibt in einen Block.,A woman with neon headphones writes in a notebook.,A woman with colored hair writing in a notebook.
Eine Frau in einem grün gemusterten Hemd telefoniert mit dem Handy.,A woman in a green-patterned shirt is talking on a cellphone.,A woman wearing a green shirt is talking on the phone with her hand free.
Ein kleines afrikanisches Kind trägt ein jüngeres Kind auf dem Rücken.,A small African child carries a younger child on his back.,A young African boy is carrying an older child on his back.
"Eine Gruppe von Leuten, die auf Stühlen sitzen.",A group of people are sitting in chairs.,A group of people sitting on benches are eating lunch.
Eine Mann mit einem Kopftuch steht auf der Straße vor seinen Sachen.,A person in a bandanna stands on the street in front his things.,A man with a backpack is standing on the sidewalk in front of his belongings.
Eine Person orientalischen Aussehens in einem roten Shirt und schwarzer Hose hockt über einer Handtasche auf dem Beton.,An oriental person in a red shirt and black pants crouching over a purse on concrete.,An Oriental person is wearing a red shirt and black hose walking over brick pavers with his hand on
Ein schwarzer und ein brauner Hund mit einem Ball.,A black dog and a brown dog with a ball.,A black and brown dog with a ball in its mouth.
Ein Mann mit einer schwarzen Weste hält ein Modellflugzeug,A man with a black vest holding a model airplane,A man with a black western hat is holding an airplane model.Instructor Translates
Ein Mann auf einem Feld mit einem Flugzeug in Sicht.,A man in a field with an airplane in view.,A man on the ground looking at an airplane flying overhead.
Ein Mann in einem Anzug mit Krawatte und eine Frau mit Gepäck gesellen sich zu anderen Wartenden in der Londoner U-Bahn.,A man in a suit and tie and a woman with luggage join others in waiting in the London Underground.,A man with a cane and woman wearing makeup are talking while waiting for other passengers on the London Underground
Ein Kind geht auf dem Gehsteig und trägt ein paar amerikanische Flaggen.,A kid is walking down the sidewalk with a few American flags.,A child walking on the sidewalk holding two American flags.
