de,en,predicted_de,predicted_en
Mehrere Männer in Orange versammeln sich im Freien für ein gesellschaftliches Ereignis.,Several men dressed in orange gather for an outdoor social event.,,"Several men in orange are going out for a social event.
"
Zwei junge Mädchen rennen auf einem Gehsteig vor einem Ziegelgebäude mit Plakaten.,Two young girls run on a sidewalk outside of a brick building with banners on it.,,"Two young girls are running around an open field towards a wooden fence with banners hanging from it.
"
Zwei Personen klettern einen steilen Berg hoch.,Two individual climbing up a steep mountain.,,"Two people climbed a steep mountain.
"
Ein Kind liegt auf dem Boden neben einem Sportwagen.,A child is laying on the ground next to a stroller.,,"A child is playing on the ground next to an SUV.
"
Ein Hund bettelt bei einem Mann und einer Frau.,A dog begging to a man and a woman.,,"A dog was with a man and a woman.
"
"Viele Leute auf dem Markt, die verschiedene Dinge betrachten.",A lot of people at the market looking at various different things.,,"Many people on the market are selling different items.
"
Zwei junge Männer spielen E-Gitarren auf einer Bühne.,Two young men play electric guitars on stage.,,"Two young men are playing electric guitars on stage.
"
Ein tätowierter Mann gießt Bier aus einer Flasche in den Mund eines jungen Mannes.,A tattooed man pouring beer out of a bottle into a young man's mouth.,,"A thirsty man drinks beer from a glass of water given by a young boy.
"
Zwei Personen stehen draußen neben aufblasbaren Spielsachen und Baggern.,Two people standing outside next to blow up toys and dumpsters.,,"Two people are standing by the open window and talking on their phones.
"
Vier Personen fahren Rad auf einem Radweg neben einer viel befahrenen Straße.,Four people are riding bicycles on a bike path near a busy street.,,"Four people are walking along a wide road next to an extremely crowded street.
"
Frau mit Brille in einem pinken Hemd.,Woman in a pink shirt and wearing glasses.,,"Woman with glasses in a pink dress.
"
Eine Frau in einem roten Shirt hebt ihren Arm in Richtung der unten vorbeiziehenden Menge.,A woman in a red shirt raising her arm to the passing crowd below.,,A woman wearing a red shirt holds her left arm outstretched towards the back of an empty bag.
Ein Junge in weißen Shorts springt in einen See oder einen Fluss.,A boy in white shorts is jumping into a lake or river.,,"A young boy jumps into a lake or river.
"
Ein kleines Mädchen blickt durch ein Teleskop auf den Strand.,A little girl is looking through a telescope at the beach.,,"A little girl looks through a telescope at the beach.
"
Mehrere Bauarbeiter in orangen Sicherheitswesten graben im Boden.,Several construction workers with orange safety vests are digging into the ground.,,"Several thousand construction workers were employed on the Arctic Security West Coast of Canada's North Slope.
"
Eine Person mit Kapuze steht vor einem heruntergekommenen Gebäude.,A person in a hood is standing in front of a run down building.,,"A person with a wheelchair is standing in front of an accessible building.
"
Bauarbeiter streiken gegen PM Construction Services.,Construction workers picketing against PM Construction Services.,,"Workers are striking against PM Construction Services.
"
Ein Mann auf einem Rennpferd mit anderen Männern auf Pferden hinter ihm.,A man riding a running horse with some other men doing the same behind him.,,"A man with horses in front of him is riding towards them.
"
Ein Afroamerikaner geht die Straße hinunter.,An African American man walking down the street.,,"An African American walks the street under cover of darkness.
"
Zwei Nonnen posieren für ein Foto.,Two nuns are posing for a picture.,,"Two sisters are taking a photo for fun.
"
Eine Frau mit neonfarbenen Kopfhörern schreibt in einen Block.,A woman with neon headphones writes in a notebook.,,A woman with pink hair writes a note on a piece of paper and puts it in an envelope.
Eine Frau in einem grün gemusterten Hemd telefoniert mit dem Handy.,A woman in a green-patterned shirt is talking on a cellphone.,,"A woman with a green shirt called the handyman on the phone using her hand mixer.
"
Ein kleines afrikanisches Kind trägt ein jüngeres Kind auf dem Rücken.,A small African child carries a younger child on his back.,,"A little African child takes an old man on a walk.
"
"Eine Gruppe von Leuten, die auf Stühlen sitzen.",A group of people are sitting in chairs.,,"A group of sheep are grazing on the grass.
"
Eine Mann mit einem Kopftuch steht auf der Straße vor seinen Sachen.,A person in a bandanna stands on the street in front his things.,,"A man with an umbrella is standing at the bus stop for his destination.
"
Eine Person orientalischen Aussehens in einem roten Shirt und schwarzer Hose hockt über einer Handtasche auf dem Beton.,An oriental person in a red shirt and black pants crouching over a purse on concrete.,,A person of Oriental descent is wearing a red shirt and black hose on one hand while holding a bucket
Ein schwarzer und ein brauner Hund mit einem Ball.,A black dog and a brown dog with a ball.,,"A black and a brown dog with a ball.
"
Ein Mann mit einer schwarzen Weste hält ein Modellflugzeug,A man with a black vest holding a model airplane,,"A man with a black western hat holds an airplane model.
"
Ein Mann auf einem Feld mit einem Flugzeug in Sicht.,A man in a field with an airplane in view.,,"A man on an airplane at sight.
"
Ein Mann in einem Anzug mit Krawatte und eine Frau mit Gepäck gesellen sich zu anderen Wartenden in der Londoner U-Bahn.,A man in a suit and tie and a woman with luggage join others in waiting in the London Underground.,,A man was riding a tram with a woman wearing lipstick when they boarded the Underground train in London.
Ein Kind geht auf dem Gehsteig und trägt ein paar amerikanische Flaggen.,A kid is walking down the sidewalk with a few American flags.,,"A child goes down the slide and plays with two American flags.
"
Ein schwarzer Hund läuft auf grünem Gras mit einem Spielzeug im Maul.,A black dog runs on green grass with a toy in his mouth.,,"A black dog runs on green grass with a ball in its mouth.
"
Ein orientalischer Reisender wartet am Wechselschalter bis er dran ist.,An Oriental traveler awaits his turn at the currency exchange.,,"An Oriental traveler arrives at the airport on time and then leaves by train.
"
Ein Hund dreht sich auf dem Gras um einem fliegenden Ball nachzulaufen.,A dog turns on the grass to persue a flying ball.,,"A dog runs after a flying ball on the grass.
"
Eine Gruppe von Studenten sitzt und hört der Sprecherin zu.,A group of students sit and listen to the speaker.,,"A group of students is sitting and listening to the speaker.
"
Menschen fahren bei Nacht mit Mopeds die Straße hinunter.,People are driving scooters down the street at night.,,"People ride their bikes at night on the street under cover of darkness.
"
"Ein großes, graues Seedeck und ein Typ auf dem Fahrrad.",A large gray sea deck and a guy on the bike.,,"A large wooden dock with an umbrella and a bicycle stand.
"
"Ein Mann in einem orangen Shirt und ein blonder Junge fahren mit anderen Personen in einem ""Pullman"".","A man in an orange shirt and a blond boy are riding with other people on a ""Pullman"" vehicle.",,A man dressed in a yellow shirt and a blue boy is walking with other people on a train called
Ein junger Mann und Frauen nahe einer großen Metallskulptur,A young man and women near a large metal sculpture,,"A young man and woman near a large metal sculpture.
"
"Ein Boot mit roten, weißen und blauen Segeln dockt an einem Pier an.","A boat with red, white and blue sails docking at a pier.",,A blue sailboat is docked at the pier with a red and white flag waving in the wind
Ein Mann mit einer schwarzen Mütze macht ein Foto auf einer belebten Straße.,A man wearing a black hat taking a photo in a busy street.,,"A man with a black hat takes a photo on a busy street.
"
Ein Mann steht auf einer belebten Straße und sieht sich mit in den Nacken gelegten Kopf um.,A man is standing on a busy street looking with his head tilted up.,,A man is standing on a crowded street and he sees his head knocked off by someone behind him.
Eine Frau in Schwarz trägt ein kleines Mädchen in einem gelben Kleid auf ihren Schultern.,A woman in black has a little girl in a yellow dress on her shoulders.,,"A woman wearing black is carrying a small girl in an orange dress on her shoulders.
"
Eine Gruppe von Menschen baut auf der Straße Instrumente auf.,A group of people on the street setting up instruments.,,"A group of people built instruments on the street.
"
"Ein Offroad-Biker hilft einem anderen, der hingefallen ist, auf.",A fallen dirt biker is aided by another.,,"A motorcyclist assists another who has fallen off his bike.
"
"Drei Personen gehen einen Gebirgspfad hoch, eine davon blickt auf ihre Kamera.","Three people are walking up a mountain trail, while one woman is looking at her camera.",,"Three people are hiking up the mountain and looking at their camera.
"
Mehrere asiatische Männer in schwarzer Kleidung in einer Art Station.,Several Asian men wearing black clothing in some kind of station.,,"Several Asian men wearing black clothing are standing at the train station.
"
Eine Frau in einem roten Rock geht auf der Straße mit Graffiti im Hintergrund.,A woman in a red skirt is walking on the street with graffiti in the background.,,"A woman in red walks on the street with graffiti behind her back.
"
Eine rhythmische Sportgymnastin in einem blauen und pinken Outfit vollführt eine Bewegung mit dem Band.,A rhythmic gymnast in a blue and pink outfit performs a ribbon routine.,,A rhythmic gymnastics athlete wearing a blue and pink outfit performs a movement with the ribbon band.
"Leute, die sich in einem Springbrunnen abkühlen, eine Frau in einem weißen Kleid sitzt am Rand und sieht zu.","People cooling off in a fountain, a woman in a white dress sits on the edge looking on.",,People who are sitting on a bench by the fountain see her wearing a white dress and looking at them
Ein Mann sitzt auf einer Bank unter einem großen Baum.,A man sitting on a bench under a large tree.,,"A man sits on a bench under a big tree.
"
"Drei Männer in rot und weiß gestreiften Shirts, weißen Hosen und mit schwarzen Hüten halten Flaggen.","Three men in red and white striped shirts, white pants, and black hats hold flags.",,"Three men wearing red and white shirts, brown pants and black hats hold up flags.
"
Leute bewundern ein Kunstwerk.,People are admiring a work of art.,,"People were amazed by a work of art.
"
Geschäftiges asiatisches Einkaufszentrum mit Papierlaternen und Einkäufern.,Busy Asian mall with paper lanterns and shoppers.,,"The company specializes in Asian imports such as paper products and goods.
"
