,input_de,output_en,gt_en
698,Zwei Personen betrachten die Lichter einer Stadt bei Nacht.,Two people are looking at streetlights in the city at,Two people look on in the nighttime at the lights in a city.
699,"Zwei Motocrossfahrer in voller Schutzkleidung, einer von ihnen ist nach einem Sprung in der Luft, der andere blickt auf sein Motorrad hinunter.",Two motorcycle riders both wearing full protective g,"Two motocross bikers wearing full protective gear, with one in midair after a jump and the other looking down at his motorcycle."
700,Mehrere Männer in Orange versammeln sich im Freien für ein gesellschaftliches Ereignis.,Several men wearing orange are gathered outside for a social event,Several men dressed in orange gather for an outdoor social event.
701,Zwei junge Mädchen rennen auf einem Gehsteig vor einem Ziegelgebäude mit Plakaten.,Two young girls running down a hill before a brick building with,Two young girls run on a sidewalk outside of a brick building with banners on it.
702,Zwei Personen klettern einen steilen Berg hoch.,Two people are climbing a steep mountain.im,Two individual climbing up a steep mountain.
703,Ein Kind liegt auf dem Boden neben einem Sportwagen.,A young boy lies on the ground beside a car in this,A child is laying on the ground next to a stroller.
704,Ein Hund bettelt bei einem Mann und einer Frau.,A dog is barking at a man and woman sitting,A dog begging to a man and a woman.
705,"Viele Leute auf dem Markt, die verschiedene Dinge betrachten.",Many people in the market looking at different things.,A lot of people at the market looking at various different things.
706,Zwei junge Männer spielen E-Gitarren auf einer Bühne.,Two young men playing guitars on a stage.,Two young men play electric guitars on stage.
707,Ein tätowierter Mann gießt Bier aus einer Flasche in den Mund eines jungen Mannes.,A tattooed man pours beer into a,A tattooed man pouring beer out of a bottle into a young man's mouth.
708,Zwei Personen stehen draußen neben aufblasbaren Spielsachen und Baggern.,Two people are standing outside of a bag and cardboard boxes,Two people standing outside next to blow up toys and dumpsters.
709,Vier Personen fahren Rad auf einem Radweg neben einer viel befahrenen Straße.,Four people are riding bikes down a busy road side,Four people are riding bicycles on a bike path near a busy street.
710,Frau mit Brille in einem pinken Hemd.,A woman wearing a pink hat with glasses is,Woman in a pink shirt and wearing glasses.
711,Eine Frau in einem roten Shirt hebt ihren Arm in Richtung der unten vorbeiziehenden Menge.,A woman wearing a red shirt is raising her arm,A woman in a red shirt raising her arm to the passing crowd below.
712,Ein Junge in weißen Shorts springt in einen See oder einen Fluss.,A boy is jumping into a river or lake in white,A boy in white shorts is jumping into a lake or river.
713,Ein kleines Mädchen blickt durch ein Teleskop auf den Strand.,A little girl looks through a telescope at the beach.,A little girl is looking through a telescope at the beach.
714,Mehrere Bauarbeiter in orangen Sicherheitswesten graben im Boden.,Many construction workers wearing orange safety gear digging d,Several construction workers with orange safety vests are digging into the ground.
715,Eine Person mit Kapuze steht vor einem heruntergekommenen Gebäude.,A person in a headscarf is standing in front of,A person in a hood is standing in front of a run down building.
716,Bauarbeiter streiken gegen PM Construction Services.,Builders are working against a construction company called PM.,Construction workers picketing against PM Construction Services.
717,Ein Mann auf einem Rennpferd mit anderen Männern auf Pferden hinter ihm.,A man on a horse with other men behind him.,A man riding a running horse with some other men doing the same behind him.
718,Ein Afroamerikaner geht die Straße hinunter.,An African American man walks down the street.im,An African American man walking down the street.
719,Zwei Nonnen posieren für ein Foto.,Two nuns pose for a photo in front of the church,Two nuns are posing for a picture.
720,Eine Frau mit neonfarbenen Kopfhörern schreibt in einen Block.,A woman wearing neon colored headphones is writing,A woman with neon headphones writes in a notebook.
721,Eine Frau in einem grün gemusterten Hemd telefoniert mit dem Handy.,A woman in a green shirt is on the phone with,A woman in a green-patterned shirt is talking on a cellphone.
722,Ein kleines afrikanisches Kind trägt ein jüngeres Kind auf dem Rücken.,"A little African child is holding another child on his back,",A small African child carries a younger child on his back.
723,"Eine Gruppe von Leuten, die auf Stühlen sitzen.",A group of people sitting on chairs in a park.,A group of people are sitting in chairs.
724,Eine Mann mit einem Kopftuch steht auf der Straße vor seinen Sachen.,A man with a beard is standing in front of his,A person in a bandanna stands on the street in front his things.
725,Eine Person orientalischen Aussehens in einem roten Shirt und schwarzer Hose hockt über einer Handtasche auf dem Beton.,A person of Asian descent wearing a red shirt and,An oriental person in a red shirt and black pants crouching over a purse on concrete.
726,Ein schwarzer und ein brauner Hund mit einem Ball.,A black and brown dog with a ball is playing in the,A black dog and a brown dog with a ball.
727,Ein Mann mit einer schwarzen Weste hält ein Modellflugzeug,A man with a black suit holds an airplane model.,A man with a black vest holding a model airplane
728,Ein Mann auf einem Feld mit einem Flugzeug in Sicht.,A man standing on a field with an airplane visible in,A man in a field with an airplane in view.
729,Ein Mann in einem Anzug mit Krawatte und eine Frau mit Gepäck gesellen sich zu anderen Wartenden in der Londoner U-Bahn.,A man wearing a suit and tie is holding onto another,A man in a suit and tie and a woman with luggage join others in waiting in the London Underground.
730,Ein Kind geht auf dem Gehsteig und trägt ein paar amerikanische Flaggen.,A young boy climbing a steep hill carrying several American,A kid is walking down the sidewalk with a few American flags.
731,Ein schwarzer Hund läuft auf grünem Gras mit einem Spielzeug im Maul.,A black dog is running on green grass with a toy,A black dog runs on green grass with a toy in his mouth.
732,Ein orientalischer Reisender wartet am Wechselschalter bis er dran ist.,An Oriental man waits at the switch to cross over a,An Oriental traveler awaits his turn at the currency exchange.
733,Ein Hund dreht sich auf dem Gras um einem fliegenden Ball nachzulaufen.,A dog is looking for a ball in the grass while flying,A dog turns on the grass to persue a flying ball.
734,Eine Gruppe von Studenten sitzt und hört der Sprecherin zu.,A group of students are sitting and listening to a speaker.,A group of students sit and listen to the speaker.
735,Menschen fahren bei Nacht mit Mopeds die Straße hinunter.,People are riding their motorcycles on the street at,People are driving scooters down the street at night.
736,"Ein großes, graues Seedeck und ein Typ auf dem Fahrrad.",A large gray seagrass with a person on the b,A large gray sea deck and a guy on the bike.
737,"Ein Mann in einem orangen Shirt und ein blonder Junge fahren mit anderen Personen in einem ""Pullman"".",A man wearing an orange shirt and a boy are,"A man in an orange shirt and a blond boy are riding with other people on a ""Pullman"" vehicle."
738,Ein junger Mann und Frauen nahe einer großen Metallskulptur,Heres a picture of a young man and women near,A young man and women near a large metal sculpture
739,"Ein Boot mit roten, weißen und blauen Segeln dockt an einem Pier an.",A boat with red and white and blue sails docked,"A boat with red, white and blue sails docking at a pier."
740,Ein Mann mit einer schwarzen Mütze macht ein Foto auf einer belebten Straße.,A man wearing a black hat takes a photo on an,A man wearing a black hat taking a photo in a busy street.
741,Ein Mann steht auf einer belebten Straße und sieht sich mit in den Nacken gelegten Kopf um.,A man is standing on a busy street looking into his head,A man is standing on a busy street looking with his head tilted up.
742,Eine Frau in Schwarz trägt ein kleines Mädchen in einem gelben Kleid auf ihren Schultern.,A woman wearing a black dress is carrying her little girl,A woman in black has a little girl in a yellow dress on her shoulders.
743,Eine Gruppe von Menschen baut auf der Straße Instrumente auf.,A group of people are building instruments on the street in front,A group of people on the street setting up instruments.
744,"Ein Offroad-Biker hilft einem anderen, der hingefallen ist, auf.",A biker helps a fellow rider who got hurt while,A fallen dirt biker is aided by another.
745,"Drei Personen gehen einen Gebirgspfad hoch, eine davon blickt auf ihre Kamera.",Three people are climbing a mountain path. One of them,"Three people are walking up a mountain trail, while one woman is looking at her camera."
746,Mehrere asiatische Männer in schwarzer Kleidung in einer Art Station.,Several Asian men wearing black clothing are standing at a,Several Asian men wearing black clothing in some kind of station.
747,Eine Frau in einem roten Rock geht auf der Straße mit Graffiti im Hintergrund.,A woman walking down the street with graffiti on her,A woman in a red skirt is walking on the street with graffiti in the background.
748,Eine rhythmische Sportgymnastin in einem blauen und pinken Outfit vollführt eine Bewegung mit dem Band.,A cheerleader performing a dance move with the band in,A rhythmic gymnast in a blue and pink outfit performs a ribbon routine.
749,"Leute, die sich in einem Springbrunnen abkühlen, eine Frau in einem weißen Kleid sitzt am Rand und sieht zu.",People are sitting in a pool of warm water and looking at,"People cooling off in a fountain, a woman in a white dress sits on the edge looking on."
750,Ein Mann sitzt auf einer Bank unter einem großen Baum.,Here is a man sitting on a bench under a large,A man sitting on a bench under a large tree.
751,"Drei Männer in rot und weiß gestreiften Shirts, weißen Hosen und mit schwarzen Hüten halten Flaggen.","Three men in red and white striped shirts,","Three men in red and white striped shirts, white pants, and black hats hold flags."
