en,de,generated_de
A little girl in a blue outfit is climbing on metal railings in the street.,Ein kleines Mädchen in Blau klettert auf der Straße auf ein Metallgeländer.,"<|user|>
A little girl in a blue outfit is climbing on metal railings in the street. 
<|assistant|>:
Ein kleines Mädchen mit blauem Outfit klettert auf Met"
A group of men sitting and talking behind some green fruit.,Eine Gruppe von Männern sitzt und unterhält sich hinter grünen Früchten.,"<|user|>
A group of men sitting and talking behind some green fruit. 
<|assistant|>:
Eine Gruppe von Männern sitzt und redekt unter einer grünen F"
A guy with a yellow outfit on standing behind a microphone under a tent.,Ein Typ in einem gelben Outfit steht hinter dem Mikrofon in einem Zelt.,"<|user|>
A guy with a yellow outfit on standing behind a microphone under a tent. 
<|assistant|>:
Ein Mann mit gelbem Outfitz steht hinter einem Mikrofon unter einer Z"
A brown dog with a purple Frisbee in its mouth.,Ein brauner Hund mit einem lilafarbenen Frisbee im Mund.,"<|user|>
A brown dog with a purple Frisbee in its mouth. 
<|assistant|>:
Ein brauner Hund mit einem lilafarbenen Flieger im"
It looks like a man practicing his martial arts moves near some muddy looking water.,"Ein Mann, der aussieht als würde er Kampfsportübungen machen, vor schlammig aussehendem Wasser.","<|user|>
It looks like a man practicing his martial arts moves near some muddy looking water. 
<|assistant|>:
Ein Mann, der seine Kampfsportübungen in einem unbefestigten"
A woman with a drink and a woman with a cellphone.,Eine Frau mit einem Getränk und eine Frau mit einem Mobiltelefon.,"<|user|>
A woman with a drink and a woman with a cellphone. 
<|assistant|>:
Eine Frau mit einem Getränk und eine andere Person, die ein Mobiltelefon"
A child in a red coat waves a hand in the air while lying in snow beside a red plastic sled.,Ein Kind in einer roten Jacke winkt mit einer Hand während es neben einem Plastikschlitten im Schnee liegt.,"<|user|>
A child in a red coat waves a hand in the air while lying in snow beside a red plastic sled. 
<|assistant|>: Ein Kind mit rotem Mantel, das einen Handgegenhang hält und neben einem rot"
A woman sitting next to her purse watching dogs at the park.,Eine Frau sitzt neben ihrer Tasche und sieht Hunden im Park zu.,"<|user|>
A woman sitting next to her purse watching dogs at the park. 
<|assistant|>:
Eine Frau sitzt neben ihrem Handtasche und sieht die Hunde im Park"
"Three men are standing on a stage, one is wearing clown makeup and holding a guitar.","Drei Männer stehen auf einer Bühne, einer von ihnen trägt Clown-Makeup und hält eine Gitarre.","<|user|>
Three men are standing on a stage, one is wearing clown makeup and holding a guitar. 
<|assistant|>:
Drei Männer stehen auf einer Bühne und ein Mann trägt Clownschein"
A woman is processing plant fluid in a tribal village,Eine Frau verarbeitet Pflanzensaft in einem Stammesdorf,"<|user|>
A woman is processing plant fluid in a tribal village 
<|assistant|>:
Eine Frau ist im indigen Dorf zu einem Pflanzenprozess. Ein Mann verarbeit"
The woman in the red dress is dancing with the man in a suit.,Die Frau im roten Kleid tanzt mit dem Mann im Anzug.,"<|user|>
The woman in the red dress is dancing with the man in a suit. 
<|assistant|>:
Die Frau im roten Kleid tanzt mit dem Mann, der ein Anzug trägt"
Two small dogs follow a larger dog with a tennis ball,Zwei kleine Hunde folgen einem größeren Hund mit einem Tennisball,"<|user|>
Two small dogs follow a larger dog with a tennis ball 
<|assistant|>:
Zwei kleine Hunde folgen einem größeren Tier mit einer Tennisball.  
2"
A man with a bushy beard and a baseball cap sits on a park bench.,Ein Mann mit buschigem Bart und Baseballmütze sitzt auf einer Parkbank.,"<|user|>
A man with a bushy beard and a baseball cap sits on a park bench. 
<|assistant|>:
Ein Mann mit einem schlangen Bart und einer Baseballkappe sitzt auf der Park"
An African tribe is standing in their garden with the forest in the background.,Ein afrikanischer Stamm steht im Garten mit dem Wald im Hintergrund.,"<|user|>
An African tribe is standing in their garden with the forest in the background. 
<|assistant|>:
Eine afrikanische Gemeinschaft steht im Hof mit dem Wald im Hintergrund zu"
A young girl is trying to brush a goat.,"Ein junges Mädchen versucht, eine Ziege zu bürsten.","<|user|>
A young girl is trying to brush a goat. 
<|assistant|>:
Ein kleines Mädchen versucht ein Ziegen zu schuppen, das ist"
Asian people sitting at a restaurant with yellow chairs.,Asiaten sitzen in einem Restaurant mit gelben Stühlen.,"<|user|>
Asian people sitting at a restaurant with yellow chairs. 
<|assistant|>:
Asiatische Menschen sitzen in einem Restaurant mit gelben Stühlen auf"
A baby girl eats a cookie while seated in a highchair and wearing a bib.,Ein Baby sitzt mit Lätzchen in einem Hochstuhl und isst einen Keks .,"<|user|>
A baby girl eats a cookie while seated in a highchair and wearing a bib. 
<|assistant|>:
Ein Baby, das mit einem Schrank und einer Bib sitzt im High Chair, is"
A gray-haired man wearing black gloves is moving the lawn.,Ein grauhaariger Mann mit schwarzen Handschuhen mäht den Rasen.,"<|user|>
A gray-haired man wearing black gloves is moving the lawn. 
<|assistant|>:
Ein grauhäutiger Mann mit schwarzer Hand, der das Gras ab"
A woman reads a book while sitting in a row of red chairs.,Eine Frau sitzt in einer Reihe aus roten Stühlen und liest ein Buch.,"<|user|>
A woman reads a book while sitting in a row of red chairs. 
<|assistant|>:
Eine Frau sitzt mit einem Buch auf einer Reihe roter Stühle und liest"
A child claps while riding on a woman's shoulders.,Ein Kind sitzt auf den Schultern einer Frau und klatscht.,"<|user|>
A child claps while riding on a woman's shoulders. 
<|assistant|>:
Ein Kind klatscht mit der Hand, während es auf den Schultern einer Frau"
A family is walking on the sidewalk through the snow while a man sits on the side with his paper cup.,Eine Familie geht auf dem Gehsteig durch den Schnee während am Rand ein Mann mit seinem Papierbecher sitzt.,"<|user|>
A family is walking on the sidewalk through the snow while a man sits on the side with his paper cup. 
<|assistant|>:
Eine Familie geht mit ihrem Gehweg durch den Schnee, während ein Mann auf dem"
A cat sits on top of a store sign.,Eine Katze sitzt auf einem Werbeschild.,"<|user|>
A cat sits on top of a store sign. 
<|assistant|>:
Eine Katze sitzt auf einem Schild eines Geschäfts und hat den Hals über"
A man in a pink shirt and black jacket with headphones on.,Ein Mann in einem pinken Shirt und schwarzer Jacke mit Kopfhörern.,"<|user|>
A man in a pink shirt and black jacket with headphones on. 
<|assistant|>:
Ein Mann mit rosafarbenem Hemd und schwarzem Jacke, der"
A young man about to throw a football.,Ein junger Mann wirft einen Football.,"<|user|>
A young man about to throw a football. 
<|assistant|>:
Ein junger Mann ist kurz davor, einen Football zu werfen. Die Spieler"
A guy and a girl going down a spiral walkway.,Ein Typ und ein Mädchen gehen einen spiralförmigen Fußweg hinunter.,"<|user|>
A guy and a girl going down a spiral walkway. 
<|assistant|>:
Ein Mann und ein Mädchen gehen einen Spiralweg entlang. 
"
A woman with pink hair bent down on the sidewalk holding to pink dogs.,Eine Frau mit pinken Haaren beugt sich auf dem Gehweg hinunter und hält zwei pinke Hunde.,"<|user|>
A woman with pink hair bent down on the sidewalk holding to pink dogs. 
<|assistant|>:
Eine Frau mit rosafarbenen Haarn steht auf dem Gehweg und"
"A male in a suit holding a beverage in a cup walking down the sidewalk, next to a city bus.",Ein Mann im Anzug hält ein Getränk in einem Becher während er auf dem Gehweg an einem städtischen Bus vorbeigeht.,"<|user|>
A male in a suit holding a beverage in a cup walking down the sidewalk, next to a city bus. 
<|assistant|>:
Ein Mann im Anzug hält eine Flasche und geht neben einem Stadtbus den"
Man jumping with a rock formation in background.,Mann springt vor einer Felsformation im Hintergrund.,"<|user|>
Man jumping with a rock formation in background. 
<|assistant|>:
Ein Mann springt mit einem Felsen im Hintergrund ausgestreckter Böden"
A person in a red jacket with black pants holding rainbow ribbons.,Eine Person in einer roten Jacke und schwarzen Hosen hält Regenbogenbänder.,"<|user|>
A person in a red jacket with black pants holding rainbow ribbons. 
<|assistant|>:
Eine Person mit einer roten Jacke und schwarzer Hose hält einen Reg"
A woman puts her arm on a person sitting in a wheelchair.,Eine Frau legt den Arm um eine Person im Rollstuhl.,"<|user|>
A woman puts her arm on a person sitting in a wheelchair. 
<|assistant|>:
Eine Frau legt ihre Arm auf einen Person, die sich mit einem Rollstuhl"
A man in a white apron is cooking something with eggs on a pan outside for a woman in a tan jacket.,Ein Mann in einer weißen Schürze bereitet für eine Frau in einer weißen Jacke im Freien in einer Pfanne etwas mit Eiern zu.,"<|user|>
A man in a white apron is cooking something with eggs on a pan outside for a woman in a tan jacket. 
<|assistant|>:
Ein Mann mit einer weißen Schürze kocht etwas im Freien für eine"
A woman with a push-to-talk cellphone and headset waiting at a crosswalk.,Eine Frau mit einem Push-to-Talk-Mobiltelefon und einem Headset wartet an einem Zebrastreifen.,"<|user|>
A woman with a push-to-talk cellphone and headset waiting at a crosswalk. 
<|assistant|>:
Eine Frau mit einem PushToTal CellPhone und Headphones wartet"
A group of men walk down a city street.,Eine Gruppe von Männern geht auf einer städtischen Straße.,"<|user|>
A group of men walk down a city street. 
<|assistant|>:
Eine Gruppe von Männern geht eine Straße entlang in der Stadt hinunter. Die"
A road next to an interesting place with lots of pillars.,Eine Straße neben einem interessanten Ort mit vielen Säulen.,"<|user|>
A road next to an interesting place with lots of pillars. 
<|assistant|>:
Eine Straße neben einem interessanten Ort mit vielen Steinen, auf denen man sich sch"
A group of people in black standing on a dock nearby a long structure.,Eine Gruppe von Personen in Schwarz steht an einem Dock nahe eines großen Gebäudes.,"<|user|>
A group of people in black standing on a dock nearby a long structure. 
<|assistant|>:
Eine Gruppe von Menschen steht auf einem Dock neben einer langen Bauweise und ist dabei"
Man carrying a few cases of beer.,Ein Mann mit ein paar Kisten Bier.,"<|user|>
Man carrying a few cases of beer. 
<|assistant|>:
Ein Mann trägt ein paar Kisten Bier aus. 20 km"
A middle-aged man is sitting down and playing the accordion.,Ein Mann mittleren Alters sitzt und spielt Akkordeon.,"<|user|>
A middle-aged man is sitting down and playing the accordion. 
<|assistant|>:
Ein Mann mittleren Alters sitzt hinunter und spielt Akkordeon"
"Girl with green arm band, hair ties, and earrings stands outside.","Mädchen mit grünem Pulswärmer, Haargummis und Ohrringen steht im Freien.","<|user|>
Girl with green arm band, hair ties, and earrings stands outside. 
<|assistant|>:
Ein Mädchen mit grünem Armband und Haarzutiegen steht"
A young girl in a pink shirt is on a beach running toward the ocean.,Ein junges Mädchen in einem pinken Oberteil ist am Strand und läuft in Richtung des Ozeans.,"<|user|>
A young girl in a pink shirt is on a beach running toward the ocean. 
<|assistant|>:
Ein Mädchen mit einem rosafarbenen Oberteil läuft auf dem"
A skateboarder in a black t-shirt and jeans skating threw the city.,Ein Skateboarder in einem schwarzen T-Shirt und Jeans fährt durch die Stadt.,"<|user|>
A skateboarder in a black t-shirt and jeans skating threw the city. 
<|assistant|>:
Ein Skater mit schwarzem T-Shirts und Jeanen fähr"
A man in a jacket is taking a photograph of a large building.,Ein Mann in einer Jacke macht Fotos von einem großen Gebäude.,"<|user|>
A man in a jacket is taking a photograph of a large building. 
<|assistant|>:
Ein Mann mit Jacke macht ein Foto von einem großen Gebäude. 
D"
People on the sideline of a soccer match.,Menschen an der Seitenlinie bei einem Fußballspiel.,"<|user|>
People on the sideline of a soccer match. 
<|assistant|>:
Mehrere Personen auf der Innenstadt eines Fußballspiels. Die Menschen stehen am Spiel"
In this photo there is a family of four dashing across a busy street in the city.,Auf diesem Foto eilt eine vierköpfige Familie über eine geschäftige Straße in der Stadt.,"<|user|>
In this photo there is a family of four dashing across a busy street in the city. 
<|assistant|>: In diesem Bild ist eine Familie von vier Kindern, die auf einer belebten Straße durch einen"
A group of people walk down the street in the sun.,Eine Menschengruppe läuft bei Sonnenschein die Straße hinunter.,"<|user|>
A group of people walk down the street in the sun. 
<|assistant|>:
Eine Gruppe Leute geht auf der Sonne die Straße entlang und ist im Sonn"
A street near a stoplight with several people including a man wearing a brown coat and sunglasses with his hand to his face.,"Eine Straße bei einer Ampel mit mehreren Personen, darunter ein Mann in einem braunen Mantel und Sonnenbrille, der seine Hand ans Gesicht hält.","<|user|>
A street near a stoplight with several people including a man wearing a brown coat and sunglasses with his hand to his face. 
<|assistant|>:
Eine Straße in der Nähe einer Stop-Light mit mehreren Leuten, einschließ"
Some plants are growing near the window.,Ein paar Pflanzen wachsen beim Fenster.,"<|user|>
Some plants are growing near the window. 
<|assistant|>:
Einige Pflanzen sind in der Nähe des Fensters angepflanzt und"
This player with the blue helmet was at bat and just finished swinging at the ball during a team baseball game.,Dieser Spieler mit dem blauen Helm war in einem Baseballspiel zwischen zwei Teams gerade am Schlagmal und ist gerade mit dem Schlagen fertig.,"<|user|>
This player with the blue helmet was at bat and just finished swinging at the ball during a team baseball game. 
<|assistant|>:
Dieser Spieler mit dem blauen Helm war beim Schlag bei einem Team-B"
The woman in the gold coat hurries to catch the subway.,"Die Frau im goldenen Mantel beeilt sich, um die U-Bahn zu erwischen.","<|user|>
The woman in the gold coat hurries to catch the subway. 
<|assistant|>:
Die Frau im gelben Mantel fliegt an, um die U-Bahn zu"
